dump line| message    | work id  | digitised b numbers            | Sierra system b numbers
   34950 |            | hw5sq7k3 | b30744052                      | b1645375x,b30744052
   35022 |            | z63mbgsa | b29724065                      | b29724065
   35085 |            | dnw8ktzj | b30548597                      | b30548597
   35129 |            | jxhdmtge | b21997548                      | b21997548
   35205 |            | t8mrjtx4 | b29101475                      | b29101475
   35262 |            | mynbhv4r | b30277759                      | b30277759
   35334 |            | fgf7ha8d | b28798028                      | b28798028
   35386 |            | ghw8t5ad | b20594173                      | b20594173
   35437 |            | m6sqyt4a | b30011656                      | b30011656
   35510 |            | y985m7vp | b22414563                      | b22414563
   35563 |            | vdz8npch | b29257104                      | b29257104
   35660 |            | dcz3e6mm | b30040176                      | b30040176
   35722 |            | ambyatt6 | b29094574                      | b29094574
   35817 |            | ppnj4z3s | b3170833x                      | b3170833x
   35878 |            | e7nbpfku | b22371047                      | b22371047
   35958 |            | ypek6jh4 | b30268333                      | b30268333
   36012 |            | pnccwssh | b28641309                      | b28641309
   36114 |            | j79jnhk2 | b29829094                      | b29829094
   36161 |            | w4ukmbd5 | b28715913                      | b28715913
   36245 |            | kmz6mg8z | b22394151                      | b22394151
   36310 |            | tygfd4zf | b20452585                      | b20452585
   36350 |            | ufh34gps | b30295506                      | b30295506
   36409 |            | gzrsn3nn | b21968147                      | b21968147
   36456 |            | t829u2qq | b2228204x                      | b2228204x
   36495 |            | kz8w9v4x | b28851547                      | b28851547
   36542 |            | nfvsyfnw | b29162075                      | b29162075
   36600 |            | phjrtbgb | b23983280                      | b23983280
   36644 |            | fxu6ta6x | b29499665                      | b29499665
   36728 |            | jcbpkszn | b18235475                      | b18235475
   36802 |            | h7pytcjs | b21172663                      | b21172663
   36869 |            | rqkrycvj | b21452106                      | b21452106
   36974 |            | kghm77f9 | b28903614                      | b28903614
   37073 |            | t38wspxb | b2439970x                      | b2439970x
   37165 |            | meycrvdh | b21950167                      | b21950167
   37257 |            | qyzp6fes | b22484589                      | b22484589
   37323 |            | rc6e757d | b30270029                      | b30270029
   37377 |            | hshu48z9 | b22443605                      | b22443605
   37442 |            | vr9rejpk | b2170899x                      | b2170899x
   37504 |            | ta3gk68j | b29943176                      | b29943176
   37578 |            | hty4vpsu | b22384418                      | b22384418
   37674 |            | g56r4wdz | b21081311                      | b21081311
   37756 |            | ccyc7249 | b30759092                      | b16554668,b30759092
   37819 |            | shvkq5d2 | b21358503                      | b21358503
   37947 |            | mwmhcgdq | b20641783                      | b20641783
   38020 |            | jtf94c8s | b30094379                      | b12999726,b30094379
   38082 |            | y78ycjw6 | b21963812                      | b21963812
   38147 |            | randg32b | b16777463                      | b16777463
   38203 |            | m9aukdyr | b16789374                      | b16789374
   38318 |            | nu6q7wnc | b29088616                      | b29088616
   38554 |            | e4y58qht | b30258637                      | b30258637
   38717 |            | kamqgj4v | b31493671                      | b31493671
   38847 |            | ctvw8sdh | b2940776x                      | b2940776x
   38980 |            | zgxabe93 | b2163676x                      | b2163676x
   39195 |            | kck5y4hf | b20452275                      | b20452275
   39345 |            | cpnq75u5 | b22417485                      | b22417485
   39576 |            | nhj5h9ma | b21505408                      | b21505408
   39805 |            | rzw86p2c | b21695969                      | b21695969
   39966 |            | x8genbuf | b21054368                      | b21054368
   40286 |            | c7wm45en | b22415506                      | b22415506
   40521 |            | zerq5d8e | b16421218                      | b16421218
   40758 |            | tenx9b5t | b21974056                      | b21974056
   40945 |            | enfbxctt | b21988225                      | b21988225
   41114 |            | kks75ep3 | b16755959                      | b16755959
   41297 |            | tzq7bfnr | b28892653                      | b28892653
   41412 |            | wseatvvf | b29922562                      | b29922562
   41532 |            | kfnu7a3h | b30178319                      | b30178319
   41797 |            | nucv36p5 | b21464649                      | b21464649
   41934 |            | umd4akbr | b29717486                      | b29717486
